"Ano";"Nome do autor";"Número da emenda";"Localidade do gasto (Regionalização)";"Função";"Subfunção";"Valor empenhado";"Valor liquidado";"Valor pago";
"2022";"TITO";"0008";"BAHIA (UF)";"Encargos especiais";"Outras transferências";"1.000.000,00";"500.000,00";"500.000,00";
"2022";"FREI ANASTACIO RIBEIRO";"0010";"PARAÍBA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.000.000,00";"0,00";"0,00";
"2022";"ELMAR NASCIMENTO";"0009";"SENHOR DO BONFIM - BA";"Encargos especiais";"Outras transferências";"1.000.000,00";"0,00";"0,00";
"2022";"RODRIGO CUNHA";"0010";"Nacional";"Urbanismo";"infra-estrutura urbana";"1.000.000,00";"0,00";"0,00";
"2022";"RUBENS PEREIRA JUNIOR";"0008";"MARANHÃO (UF)";"Encargos especiais";"Outras transferências";"1.000.000,00";"0,00";"0,00";
"2022";"MARIA DO ROSARIO";"0007";"Nacional";"Trabalho";"Fomento ao trabalho";"1.000.000,00";"900.000,00";"900.000,00";
"2022";"MARCIO ALVINO";"0018";"MAUÁ - SP";"Saúde";"Atenção básica";"1.000.000,00";"1.000.000,00";"1.000.000,00";
"2022";"EDUARDO BOLSONARO";"0005";"SÃO PAULO (UF)";"Segurança pública";"Policiamento";"1.000.000,00";"0,00";"0,00";
"2022";"ALESSANDRO MOLON";"0019";"RIO DE JANEIRO (UF)";"Cultura";"Difusão cultural";"1.000.000,00";"200.000,00";"200.000,00";
"2022";"MAURO BENEVIDES FILHO";"0010";"MONSENHOR TABOSA - CE";"Encargos especiais";"Outras transferências";"1.000.012,00";"970.018,00";"970.018,00";
"2022";"MAURO BENEVIDES FILHO";"0008";"JAGUARIBE - CE";"Encargos especiais";"Outras transferências";"1.000.012,00";"0,00";"0,00";
"2022";"MAURO BENEVIDES FILHO";"0005";"ALTANEIRA - CE";"Encargos especiais";"Outras transferências";"1.000.012,00";"1.000.012,00";"1.000.012,00";
"2022";"COVATTI FILHO";"0009";"RIO GRANDE DO SUL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.001.451,00";"851.451,00";"851.451,00";
"2022";"VILSON DA FETAEMG";"0002";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.003.692,00";"1.003.692,00";"1.003.692,00";
"2022";"MAURICIO DZIEDRICKI";"0003";"RIO GRANDE DO SUL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.006.596,00";"1.006.596,00";"1.006.596,00";
"2022";"IVAN VALENTE";"0009";"MOGI DAS CRUZES - SP";"Saúde";"Atenção básica";"1.007.258,00";"1.007.258,00";"1.007.258,00";
"2022";"RODRIGO MAIA";"0005";"RIO DE JANEIRO (UF)";"Desporto e lazer";"Desporto comunitário";"1.009.000,00";"1.007.913,76";"1.007.913,76";
"2022";"ANDRE FIGUEIREDO";"0006";"CEARÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.009.471,00";"1.009.471,00";"1.009.471,00";
"2022";"WILSON SANTIAGO";"0002";"PARAÍBA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.010.360,00";"245.720,00";"245.720,00";
"2022";"FLAVIO BOLSONARO";"0011";"RIO DE JANEIRO - RJ";"Segurança pública";"Policiamento";"1.011.816,55";"0,00";"0,00";
"2022";"CARLOS SAMPAIO";"0007";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"1.012.447,00";"1.012.447,00";"1.012.447,00";
"2022";"EFRAIM FILHO";"0012";"PARAÍBA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.013.382,00";"1.013.382,00";"1.013.382,00";
"2022";"RODRIGO COELHO";"0003";"SANTA CATARINA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.014.430,00";"1.014.430,00";"1.014.430,00";
"2022";"RICARDO IZAR";"0007";"SÃO PAULO (UF)";"Saúde";"Atenção básica";"1.015.973,00";"1.015.973,00";"1.015.973,00";
"2022";"VENEZIANO VITAL DO REGO";"0002";"PARAÍBA (UF)";"Comércio e serviços";"Turismo";"1.019.682,00";"7.000,00";"7.000,00";
"2022";"EMIDINHO MADEIRA";"0008";"MINAS GERAIS (UF)";"Desporto e lazer";"Desporto comunitário";"1.019.682,00";"0,00";"0,00";
"2022";"AFONSO HAMM";"0004";"RIO GRANDE DO SUL (UF)";"Urbanismo";"infra-estrutura urbana";"1.020.000,00";"0,00";"0,00";
"2022";"WALTER ALVES";"0010";"RIO GRANDE DO NORTE (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.020.082,00";"1.020.082,00";"1.020.082,00";
"2022";"BANCADA DO CEARA";"0009";"CEARÁ (UF)";"Assistência social";"Assistência comunitária";"1.021.929,00";"1.021.929,00";"121.929,00";
"2022";"MAURO NAZIF";"0004";"RONDÔNIA (UF)";"Saúde";"Atenção básica";"1.025.456,00";"20.392,00";"20.392,00";
"2022";"LOESTER TRUTIS";"0013";"MATO GROSSO DO SUL (UF)";"Encargos especiais";"Outras transferências";"1.026.932,00";"0,00";"0,00";
"2022";"DANILO CABRAL";"0008";"PERNAMBUCO (UF)";"Saúde";"Atenção básica";"1.031.887,00";"936.522,00";"936.522,00";
"2022";"CARLOS SAMPAIO";"0015";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.038.511,00";"1.038.511,00";"1.038.511,00";
"2022";"EDUARDO DA FONTE";"0003";"PERNAMBUCO (UF)";"Assistência social";"Assistência comunitária";"1.043.750,00";"21.875,00";"21.875,00";
"2022";"BOHN GASS";"0024";"RIO GRANDE DO SUL (UF)";"Agricultura";"Promoção da produção agropecuária";"1.045.725,00";"0,00";"0,00";
"2022";"DR. ZACHARIAS CALIL";"0005";"GOIÁS (UF)";"Educação";"Assistência hospitalar e ambulatorial";"1.048.575,00";"0,00";"0,00";
"2022";"DR. ZACHARIAS CALIL";"0002";"GOIÁS (UF)";"Assistência social";"Alimentação e nutrição";"1.048.601,00";"0,00";"0,00";
"2022";"PATRUS ANANIAS";"0018";"MINAS GERAIS (UF)";"Educação";"Ensino superior";"1.048.603,23";"880.577,60";"855.000,00";
"2022";"PEDRO WESTPHALEN";"0011";"RIO GRANDE DO SUL (UF)";"Saúde";"Atenção básica";"1.049.058,00";"1.049.058,00";"1.049.058,00";
"2022";"MARIA DO CARMO ALVES";"0001";"SERGIPE (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.049.953,00";"0,00";"0,00";
"2022";"BIBO NUNES";"0001";"RIO GRANDE DO SUL (UF)";"Urbanismo";"infra-estrutura urbana";"1.050.000,00";"0,00";"0,00";
"2022";"HERMES PARCIANELLO";"0006";"PARANÁ (UF)";"Urbanismo";"infra-estrutura urbana";"1.050.000,00";"0,00";"0,00";
"2022";"ENRICO MISASI";"0011";"SÃO PAULO (UF)";"Agricultura";"Promoção da produção agropecuária";"1.050.500,00";"0,00";"0,00";
"2022";"PEDRO AUGUSTO BEZERRA";"0015";"NOVO ORIENTE - CE";"Saúde";"Atenção básica";"1.051.404,00";"1.051.404,00";"1.051.404,00";
"2022";"HELIO LOPES";"0019";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.053.810,00";"1.053.810,00";"1.053.810,00";
"2022";"HELIO LOPES";"0017";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.053.833,00";"1.053.833,00";"1.053.833,00";
"2022";"ARNALDO JARDIM";"0004";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.054.418,00";"0,00";"0,00";
"2022";"VINICIUS FARAH";"0015";"IGUABA GRANDE - RJ";"Saúde";"Atenção básica";"1.055.671,00";"1.055.671,00";"1.055.671,00";
"2022";"VINICIUS FARAH";"0004";"PARATY - RJ";"Saúde";"Atenção básica";"1.055.671,00";"1.055.671,00";"1.055.671,00";
"2022";"SORAYA SANTOS";"0003";"RIO DE JANEIRO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.055.760,00";"1.055.760,00";"1.055.760,00";
"2022";"OTONI DE PAULA";"0003";"ITALVA - RJ";"Saúde";"Atenção básica";"1.056.000,00";"0,00";"0,00";
"2022";"CID GOMES";"0023";"ICÓ - CE";"Saúde";"Atenção básica";"1.057.517,00";"1.057.517,00";"1.057.517,00";
"2022";"PAULO GANIME";"0010";"RIO DE JANEIRO (UF)";"Segurança pública";"Policiamento";"1.057.728,18";"0,00";"0,00";
"2022";"ALEXANDRE PADILHA";"0008";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.058.515,00";"158.515,00";"158.515,00";
"2022";"EMANUEL PINHEIRO NETO";"0001";"MATO GROSSO (UF)";"Saúde";"Atenção básica";"1.060.447,00";"73.447,00";"73.447,00";
"2022";"TASSO JEREISSATI";"0011";"JUAZEIRO DO NORTE - CE";"Saúde";"Atenção básica";"1.060.650,00";"107.650,00";"107.650,00";
"2022";"CORONEL CHRISOSTOMO";"0006";"RONDÔNIA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.061.165,00";"1.061.165,00";"1.061.165,00";
"2022";"DANIEL SILVEIRA";"0005";"RIO DE JANEIRO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.061.861,00";"1.061.861,00";"1.061.861,00";
"2022";"DANIELA DO WAGUINHO";"0005";"RIO DE JANEIRO (UF)";"Saúde";"Atenção básica";"1.063.396,00";"7.396,00";"7.396,00";
"2022";"HERCILIO COELHO DINIZ";"0005";"MINAS GERAIS (UF)";"Educação";"Assistência hospitalar e ambulatorial";"1.064.477,00";"54.800,00";"0,00";
"2022";"OSMAR SERRAGLIO";"0007";"UMUARAMA - PR";"Saúde";"Assistência hospitalar e ambulatorial";"1.065.476,00";"1.065.476,00";"1.065.476,00";
"2022";"OSMAR SERRAGLIO";"0008";"PARANÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.065.476,00";"1.065.476,00";"1.065.476,00";
"2022";"OSMAR SERRAGLIO";"0012";"UMUARAMA - PR";"Saúde";"Assistência hospitalar e ambulatorial";"1.065.476,00";"1.065.476,00";"1.065.476,00";
"2022";"TASSO JEREISSATI";"0022";"ITAPAGÉ - CE";"Saúde";"Atenção básica";"1.066.270,00";"1.066.270,00";"1.066.270,00";
"2022";"TASSO JEREISSATI";"0008";"BARBALHA - CE";"Saúde";"Assistência hospitalar e ambulatorial";"1.066.270,00";"1.066.270,00";"1.066.270,00";
"2022";"TASSO JEREISSATI";"0024";"MARACANAÚ - CE";"Saúde";"Atenção básica";"1.066.270,00";"1.066.270,00";"1.066.270,00";
"2022";"TASSO JEREISSATI";"0018";"IGUATU - CE";"Saúde";"Atenção básica";"1.066.270,00";"1.066.270,00";"1.066.270,00";
"2022";"PEDRO CUNHA LIMA";"0002";"CAMPINA GRANDE - PB";"Saúde";"Assistência hospitalar e ambulatorial";"1.066.447,00";"1.066.447,00";"1.066.447,00";
"2022";"DIEGO GARCIA";"0002";"PARANÁ (UF)";"Assistência social";"Assistência comunitária";"1.066.914,00";"1.066.914,00";"966.914,00";
"2022";"LUIZA ERUNDINA";"0007";"JOÃO PESSOA - PB";"Saúde";"Assistência hospitalar e ambulatorial";"1.067.506,00";"1.067.506,00";"1.067.506,00";
"2022";"ALEXANDRE FROTA";"0012";"CARAPICUÍBA - SP";"Saúde";"Atenção básica";"1.067.743,00";"1.067.743,00";"1.067.743,00";
"2022";"CHICO D'ANGELO";"0018";"RIO DE JANEIRO (UF)";"Encargos especiais";"Outras transferências";"1.069.682,00";"534.841,00";"534.841,00";
"2022";"EROS BIONDINI";"0006";"MINAS GERAIS (UF)";"Saúde";"Atenção básica";"1.069.986,00";"1.069.986,00";"1.069.986,00";
"2022";"DELEGADO ANTONIO FURTADO";"0005";"RIO DE JANEIRO (UF)";"Saúde";"Atenção básica";"1.070.310,00";"1.070.310,00";"1.070.310,00";
"2022";"EMANUEL PINHEIRO NETO";"0010";"MATO GROSSO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.071.158,00";"1.071.158,00";"1.071.158,00";
"2022";"ABILIO SANTANA";"0012";"BAHIA (UF)";"Saúde";"Vigilância epidemiológica ";"1.071.631,00";"0,00";"0,00";
"2022";"PATRUS ANANIAS";"0001";"MINAS GERAIS (UF)";"Saúde";"Desenvolvimento científico";"1.071.737,52";"608,42";"0,00";
"2022";"TULIO GADELHA";"0015";"BOM JARDIM - PE";"Saúde";"Atenção básica";"1.072.171,00";"119.171,00";"119.171,00";
"2022";"DELEGADO EDER MAURO";"0007";"GURUPÁ - PA";"Saúde";"Atenção básica";"1.072.386,00";"1.072.386,00";"1.072.386,00";
"2022";"IVAN VALENTE";"0014";"SANTO ANDRÉ - SP";"Saúde";"Atenção básica";"1.072.590,00";"1.072.590,00";"1.072.590,00";
"2022";"LUIZ NISHIMORI";"0004";"PARANÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.073.083,00";"805.468,00";"805.468,00";
"2022";"TULIO GADELHA";"0017";"PERNAMBUCO (UF)";"Assistência social";"Assistência comunitária";"1.073.138,00";"1.073.138,00";"1.073.138,00";
"2022";"TULIO GADELHA";"0009";"PERNAMBUCO (UF)";"Saúde";"Formação de recursos humanos";"1.073.139,00";"0,00";"0,00";
"2022";"GLAUSTIN DA FOKUS";"0001";"GOIÁS (UF)";"Saúde";"Atenção básica";"1.075.489,00";"1.075.489,00";"1.075.489,00";
"2022";"PROFESSOR ALCIDES";"0010";"GOIÁS (UF)";"Assistência social";"Assistência comunitária";"1.076.061,00";"1.076.061,00";"1.076.061,00";
"2022";"FLAVIO BOLSONARO";"0014";"SÃO GONÇALO - RJ";"Saúde";"Assistência hospitalar e ambulatorial";"1.076.061,00";"1.076.061,00";"1.076.061,00";
"2022";"FLAVIO BOLSONARO";"0009";"DUQUE DE CAXIAS - RJ";"Saúde";"Assistência hospitalar e ambulatorial";"1.076.061,00";"1.076.061,00";"1.076.061,00";
"2022";"FLAVIO BOLSONARO";"0007";"RESENDE - RJ";"Saúde";"Assistência hospitalar e ambulatorial";"1.076.061,00";"1.076.061,00";"1.076.061,00";
"2022";"FLAVIO BOLSONARO";"0001";"MIGUEL PEREIRA - RJ";"Saúde";"Assistência hospitalar e ambulatorial";"1.076.061,00";"1.076.061,00";"1.076.061,00";
"2022";"FLAVIO BOLSONARO";"0008";"BARRA DO PIRAÍ - RJ";"Saúde";"Assistência hospitalar e ambulatorial";"1.076.061,00";"1.076.061,00";"1.076.061,00";
"2022";"FLAVIO BOLSONARO";"0016";"NOVA IGUAÇU - RJ";"Saúde";"Assistência hospitalar e ambulatorial";"1.076.061,00";"1.076.061,00";"1.076.061,00";
"2022";"VANDERLEI MACRIS";"0002";"SÃO PAULO (UF)";"Assistência social";"Assistência comunitária";"1.076.210,00";"930.484,00";"930.484,00";
"2022";"JUNIO AMARAL";"0003";"MINAS GERAIS (UF)";"Assistência social";"Assistência comunitária";"1.076.827,00";"1.076.827,00";"1.076.827,00";
"2022";"GREYCE ELIAS";"0002";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.076.892,00";"382.994,00";"382.994,00";
"2022";"RUY CARNEIRO";"0004";"PARAÍBA (UF)";"Saúde";"Atenção básica";"1.077.000,00";"124.000,00";"124.000,00";
"2022";"CHIQUINHO BRAZAO";"0008";"SÃO JOÃO DE MERITI - RJ";"Saúde";"Assistência hospitalar e ambulatorial";"1.077.371,00";"1.077.371,00";"1.077.371,00";
"2022";"CHIQUINHO BRAZAO";"0003";"SEROPÉDICA - RJ";"Saúde";"Atenção básica";"1.077.371,00";"1.077.371,00";"1.077.371,00";
"2022";"IGOR KANNARIO";"0003";"BAHIA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.077.455,00";"1.077.455,00";"1.077.455,00";
"2022";"DULCE MIRANDA";"0002";"TOCANTINS (UF)";"Assistência social";"Assistência comunitária";"1.077.609,00";"58.207,00";"58.207,00";
"2022";"ANTONIO BRITO";"0010";"BAHIA (UF)";"Assistência social";"Assistência comunitária";"1.077.610,00";"1.077.610,00";"1.077.610,00";
"2022";"SAMUEL MOREIRA";"0004";"SÃO PAULO (UF)";"Assistência social";"Assistência comunitária";"1.077.610,00";"1.077.610,00";"1.077.610,00";
"2022";"DOMINGOS SAVIO";"0005";"MINAS GERAIS (UF)";"Assistência social";"Assistência comunitária";"1.077.610,00";"1.077.610,00";"1.077.610,00";
"2022";"RODRIGO DE CASTRO";"0001";"MINAS GERAIS (UF)";"Assistência social";"Assistência comunitária";"1.077.610,00";"1.077.610,00";"1.077.610,00";
"2022";"FLAVIA MORAIS";"0005";"GOIÁS (UF)";"Saúde";"Atenção básica";"1.078.349,00";"937.965,00";"937.965,00";
"2022";"JOSEILDO RAMOS";"0003";"BAHIA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.078.406,00";"1.078.406,00";"1.078.406,00";
"2022";"MARILIA ARRAES";"0002";"PERNAMBUCO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.078.441,00";"1.078.441,00";"1.078.441,00";
"2022";"LOESTER TRUTIS";"0011";"MATO GROSSO DO SUL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.078.458,00";"1.078.458,00";"1.078.458,00";
"2022";"GLAUBER BRAGA";"0018";"TRÊS RIOS - RJ";"Saúde";"Atenção básica";"1.078.630,00";"1.078.630,00";"1.078.630,00";
"2022";"GLAUBER BRAGA";"0009";"NOVA FRIBURGO - RJ";"Saúde";"Atenção básica";"1.078.676,00";"22.676,00";"22.676,00";
"2022";"MARIA ELIZA";"0004";"RONDÔNIA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.079.250,00";"0,00";"0,00";
"2022";"DIMAS FABIANO";"0003";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.079.615,00";"0,00";"0,00";
"2022";"JOSE RICARDO";"0014";"AMAZONAS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.080.078,00";"0,00";"0,00";
"2022";"MARA ROCHA";"0005";"ACRE (UF)";"Saúde";"Atenção básica";"1.080.155,00";"540.703,00";"540.703,00";
"2022";"LAFAYETTE DE ANDRADA";"0003";"MINAS GERAIS (UF)";"Saúde";"Atenção básica";"1.080.304,00";"1.080.304,00";"1.080.304,00";
"2022";"GIACOBO";"0018";"NOVA TEBAS - PR";"Saúde";"Atenção básica";"1.080.906,00";"1.080.906,00";"1.080.906,00";
"2022";"AFONSO HAMM";"0010";"RIO GRANDE DO SUL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.080.908,00";"0,00";"0,00";
"2022";"JOENIA WAPICHANA";"0004";"RORAIMA (UF)";"Saúde";"Atenção básica";"1.081.123,00";"1.081.123,00";"1.081.123,00";
"2022";"LEILA BARROS";"0004";"DISTRITO FEDERAL (UF)";"Saúde";"Formação de recursos humanos";"1.081.337,00";"97.320,00";"0,00";
"2022";"JEFFERSON CAMPOS";"0019";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.081.774,00";"1.081.774,00";"1.081.774,00";
"2022";"NEUCIMAR FRAGA";"0002";"ESPÍRITO SANTO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.083.111,00";"1.083.111,00";"1.083.111,00";
"2022";"PEDRO AUGUSTO BEZERRA";"0007";"BREJO SANTO - CE";"Saúde";"Atenção básica";"1.083.387,00";"1.083.387,00";"1.083.387,00";
"2022";"PEDRO AUGUSTO BEZERRA";"0013";"ICÓ - CE";"Saúde";"Assistência hospitalar e ambulatorial";"1.083.387,00";"1.083.387,00";"1.083.387,00";
"2022";"PEDRO AUGUSTO BEZERRA";"0008";"CAMOCIM - CE";"Saúde";"Assistência hospitalar e ambulatorial";"1.083.387,00";"1.083.387,00";"1.083.387,00";
"2022";"PEDRO AUGUSTO BEZERRA";"0010";"CRATEÚS - CE";"Saúde";"Atenção básica";"1.083.387,00";"1.083.387,00";"1.083.387,00";
"2022";"PEDRO AUGUSTO BEZERRA";"0012";"HIDROLÂNDIA - CE";"Saúde";"Atenção básica";"1.083.387,00";"1.083.387,00";"1.083.387,00";
"2022";"REJANE DIAS";"0006";"PIAUÍ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.083.566,00";"1.083.566,00";"1.083.566,00";
"2022";"REJANE DIAS";"0001";"PIAUÍ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.083.567,00";"1.083.567,00";"1.083.567,00";
"2022";"AECIO NEVES";"0005";"MINAS GERAIS (UF)";"Urbanismo";"Assistência comunitária";"1.084.111,52";"22.146,88";"22.146,88";
"2022";"CLARISSA GAROTINHO";"0003";"RIO DE JANEIRO (UF)";"Saúde";"Atenção básica";"1.084.403,00";"1.084.403,00";"1.084.403,00";
"2022";"CLARISSA GAROTINHO";"0008";"RIO DE JANEIRO (UF)";"Saúde";"Atenção básica";"1.084.403,00";"1.084.403,00";"1.084.403,00";
"2022";"CLARISSA GAROTINHO";"0002";"RIO DE JANEIRO (UF)";"Saúde";"Atenção básica";"1.084.403,00";"1.084.403,00";"1.084.403,00";
"2022";"PAULO BENGTSON";"0002";"PARÁ (UF)";"Saúde";"Atenção básica";"1.084.608,00";"94.608,00";"94.608,00";
"2022";"PAULO BENGTSON";"0004";"PARÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.084.622,00";"1.084.622,00";"1.084.622,00";
"2022";"CELSO MALDANER";"0002";"SANTA CATARINA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.084.675,00";"1.084.675,00";"1.084.675,00";
"2022";"ALINE SLEUTJES";"0009";"PARANÁ (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.084.870,00";"1.084.870,00";"1.084.870,00";
"2022";"MARIA DO ROSARIO";"0013";"Nacional";"Saúde";"Assistência hospitalar e ambulatorial";"1.084.964,00";"1.084.964,00";"1.084.964,00";
"2022";"AECIO NEVES";"0001";"MINAS GERAIS (UF)";"Saúde";"Atenção básica";"1.085.349,00";"1.085.349,00";"1.085.349,00";
"2022";"AFONSO FLORENCE";"0003";"BAHIA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.085.438,00";"1.085.438,00";"1.085.438,00";
"2022";"SEVERINO PESSOA";"0010";"ALAGOAS (UF)";"Urbanismo";"Assistência comunitária";"1.085.821,42";"18.601,41";"15.450,00";
"2022";"MARIO NEGROMONTE JR.";"0003";"BAHIA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.086.000,00";"1.086.000,00";"1.086.000,00";
"2022";"AIRTON FALEIRO";"0003";"PARÁ (UF)";"Saúde";"Atenção básica";"1.086.179,00";"1.086.179,00";"1.086.179,00";
"2022";"BETO FARO";"0006";"PLACAS - PA";"Saúde";"Atenção básica";"1.086.217,00";"1.086.217,00";"1.086.217,00";
"2022";"BETO FARO";"0004";"MUANÁ - PA";"Saúde";"Atenção básica";"1.086.217,00";"1.086.217,00";"1.086.217,00";
"2022";"RUY CARNEIRO";"0010";"PARAÍBA (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.086.217,00";"1.086.217,00";"1.086.217,00";
"2022";"NICOLETTI";"0011";"CANTÁ - RR";"Saúde";"Atenção básica";"1.086.311,00";"96.311,00";"96.311,00";
"2022";"NICOLETTI";"0012";"BOA VISTA - RR";"Saúde";"Vigilância epidemiológica ";"1.086.364,00";"230.020,00";"230.020,00";
"2022";"TIAGO DIMAS";"0003";"TOCANTINS (UF)";"Saúde";"Atenção básica";"1.086.381,00";"739.998,00";"739.998,00";
"2022";"MARCELO RAMOS";"0007";"CAREIRO - AM";"Saúde";"Atenção básica";"1.086.403,00";"1.086.403,00";"1.086.403,00";
"2022";"MARCELO RAMOS";"0014";"AUTAZES - AM";"Saúde";"Atenção básica";"1.086.403,00";"1.086.403,00";"1.086.403,00";
"2022";"NEREU CRISPIM";"0007";"RIO GRANDE DO SUL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.086.403,00";"1.086.403,00";"1.086.403,00";
"2022";"PROFESSOR ISRAEL BATISTA";"0003";"DISTRITO FEDERAL (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.086.403,00";"1.086.403,00";"1.086.403,00";
"2022";"AELTON FREITAS";"0004";"MINAS GERAIS (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.086.406,00";"0,00";"0,00";
"2022";"LEDA SADALA";"0003";"LARANJAL DO JARI - AP";"Saúde";"Atenção básica";"1.086.409,00";"1.086.409,00";"1.086.409,00";
"2022";"FERNANDO BEZERRA COELHO";"0003";"PERNAMBUCO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.086.409,00";"1.086.409,00";"1.086.409,00";
"2022";"ACIR GURGACZ";"0012";"SÃO PAULO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.086.410,00";"1.086.410,00";"1.086.410,00";
"2022";"SOSTENES CAVALCANTE";"0002";"DUQUE DE CAXIAS - RJ";"Saúde";"Assistência hospitalar e ambulatorial";"1.086.410,00";"1.086.410,00";"1.086.410,00";
"2022";"GURGEL";"0015";"RIO DE JANEIRO (UF)";"Saúde";"Assistência hospitalar e ambulatorial";"1.086.410,00";"1.086.410,00";"1.086.410,00";
